calendario,sector,nombreestablecimiento,telefono,nombre_Rector,correo_Electronico,direccion,secretaria,zona,tipo_Establecimiento,etnias,genero,niveles,jornadas,caracter,especialidad,grados,modelos_Educativos,capacidades_Excepcionales,discapacidades,idiomas,numero_de_Sedes,estado,prestador_de_Servicio,propiedad_Planta_Fisica,resguardo,matricula_Contratada,internado,estrato_Socio_Economico,año
A,,COL DE NSTRA SRA DE LA CONSOLACION                                                                  ,2490154 -- 2120658,HNA DEISSY LEIVA ESLAVA,colconsolbogota@yahoo.com,CL 70 12 55,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,COL JORDAN DE SAJONIA                                                                               ,7561011,OSCAR EDUARDO GUAYAN PERDOMO,colegio@jordandesajonia.edu.co,KR 1 68 50,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL DIEGO COLON                                                                                     ,2700170,BLANCA LIGIA ARIAS ARDILA,,DG 49 A SUR 28 06,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,FEDERACIONES,FEDERACIONES,NO APLICA,NO,,,2016
A,,GIMN PSICOPEDAG GENESIS                                                                             ,4506119,GLADYS FETECUA,,CR. 87 NO.54-56 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,MAÑANA,NO APLICA,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF BILING K-RITAS FELICES                                                                     ,7276867,MYRIAM JANNETH DURAN AGUILERA,,CLL. 32 A SUR NO. 27 - 74 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC PSICOPEDAG FUENTE DE SABIDURIA                                                                  ,5470334,DIANA MILENA TORRES SOTELO, lfuentedesabiduria@hotmail.com,KR 78 60 08,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMN SUPER BABY                                                                                     ,2699460 /2441351,SANDRA LILIANA SERRANO CORTES,patber27@yahoo.com                                ,CL 22 A 44 C 30,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF EL MAGICO MUNDO DE LOS NIÑOS                                                               ,2602034,MARTHA LIBIA MAHECHA RODRIGUEZ,marthamahecha14@hotmail.com,KR 59 4 D 35,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,MAÑANA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,CENT EDUC MANUEL ELKIN PATARROYO                                                                    ,7171667  / 7318526,REINALDA ROMERO JEREZ,asoproden@hotmail.com   mepatarroyo@gmail.com,KR 44 73 32 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,FUND COL CLARA CASAS MORALES                                                                        ,6789982,MARIA CRISTINA MONTOYA DE ROBLEDO,rectoria@colegioclaracasas.edu.co,KR 8 G 168 30,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,FEMENINO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"SV-BAJA VISIÓN,DI-COGNITIVO,LIMITACIÓN FISICA (MOVILIDAD),HIPOACUSIA O BAJA AUDICIÓN",,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,INST SAN JUAN DE DIOS                                                                               ,2722360 -- 7435555,JUAN CARLOS GARZON VARGAS,sistemas@institutosanjuandedios.com.co -- secretaria@isjd.edu.co,CL 17 SUR 7 15,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,COL NSTRA SRA DE LAS LAJAS                                                                          ,5603227 -- 3753835,MYRIAM NELLY SANTAMARIA REVELO,info@colegionuestrasenoradelaslajas.com -- santamariasheila@hotmail.com,CL 5 25 A 65,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,TÉCNICO,COMERCIAL,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL PARROQ NSTRA SRA DE LA VALVANERA                                                                ,3660112 -- 3660113,MAURICIO CUELLAR DIAZ,copaval@etb.net.co -- copaval2011@gmail.com,CL 13 SUR 24 B 04,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,ANTIGUO-ACTIVO,COMUNIDAD,COMUNIDAD,NO APLICA,NO,,,2016
A,,COL ENDRICH                                                                                         ,4354155,RUBY STELLA ALFONSO PARRA,olgamariasr@hotmail.com                           ,KR 107 70 A 36,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5,6",EDUCACIÓN TRADICIONAL,,"SORDERA PROFUNDA,HIPOACUSIA O BAJA AUDICIÓN",INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC PEDAG MADRIGAL                                                                                  ,7162012,JULIA ELVIRA TORRES,madrigal.school@hotmail.com,TV 42 59 B 69 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",NO APLICA,,"-2,-1,0,1,2,3,4,5,8,23,24","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC ROBERT ROSENTHAL                                                                                ,6840913,MARIA ISABEL GOMEZ GUIO,,CLL. 143 NO.92-48,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,"INGLÉS,FRANCES",1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMN CULTURAL MODERNO                                                                               ,7785715 / 7794988                                 ,EDNA VARGAS CLAVIJO,culturalmoderno@hotmail.com                       ,CLL. 59A SUR NO.74H-64,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-1,0,1,2,3,4,5,6,7,8,9,10,11,14,15,16,17","PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,"DI-COGNITIVO,LESIÓN NEUROMUSCULAR,PARALISIS CEREBRAL,MÚLTIPLE DISCAPACIDAD",INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,INST GERARDO VALENCIA CANO (LA AZUCENA DE BOS                                                       ,7755223 / 7809976                                 ,AYDEÉ VELASCO PEÑA,ivalenciacano@latinmail.com                       ,KR 77 J 65 I 22 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,ACHAGUA,MIXTO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-1,0,1,2,3,4,5,6,7,8,9",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL DEL ROSARIO DE SANTO DOMINGO                                                                    ,2171014 -- 2171000 -- 7171015 -- 2118718,SOR GILMA HENAO SALAZAR,info@rosariosantodomingo.edu.co,CL 68 0 51 ESTE,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,FEMENINO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,GIMN DEL CORAZON DE MARIA                                                                           ,2400012 -- 2502460,CARMEN ROSA RODRIGUEZ DE BOYACA ,girazoma@starmedia.com,KR 57 A 73 24,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,COL EL CARMEN TERESIANO                                                                             ,2391837 / 2090994                                 ,HMNA. MARIA PURIFICACION PEREZ JAÑEZ,puriperez01@hotmail.com                           ,CR. 11A NO.31-91 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,FEMENINO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,FRANCES,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,COL PARROQ SANTA ISABEL DE HUNGRIA                                                                  ,7439100,WILLIAM CASAS VELASQUEZ,santaisab@hotmail.com,CL 39 SUR 51 B 15,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",MAÑANA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,COMUNIDAD RELIGIOSA,COMUNIDAD RELIGIOSA,NO APLICA,NO,,,2016
A,,COLEGIO DE LA UNIVERSIDAD LIBRE                                 ,4232712 -- 4232711,BERTHA MARLENE BELTRAN PRIETO,colegio_ul@unilibre.edu.co,KR 70 53 40,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,FEDERACIONES,FEDERACIONES,NO APLICA,NO,,,2016
A,,JARD INF INFANCIA CREATIVA                                                                          ,2393531 / 4092825 / 2339919                       ,MARIA TERESA ESPINOSA DUARTE,maitespi@gmail.com,CL 19 S 10 A 66,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL LORENZO DE ALCANTUZ                                                                             ,2079547 -- 3627894 -- 3628938 -- 3635056,FABIO ENRIQUE GUERRERO MORENO,lorenzodealcantuz20@yahoo.es,CL 43 SUR 3 D 32 ESTE,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL SAN JUAN DE AVIILA                                                                              ,2281625 / 4424205/2288149,ROSA ESPERANZA BAEZ LIZARAZO,sanjavi@hotmail.com,KR 100 B 75 B 05,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL SAN ESTEBAN                                                                                     ,2720385 -- 2728274,JACQUELINE VILLEGAS PULIDO,,AV CARACAS 31 C 84 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMN MIX MANUEL DEL SOCORRO RODRIGUEZ                                                               ,6839499 / 6856054                                 ,VICTOR SALAS VARGAS,gimmaso@yahoo.com                                 ,CLL. 157BIS NO. 94-05,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,CENT EDUC WILFREDO LEHNER                                                                           ,7195503,EDGAR DAVID FERNANDEZ PEREZ,wilfredolehner@yahoo.es,CL 65 G SUR 77 J 10,BOGOTA,URBANA,INSTITUCION EDUCATIVA,AMORÚA,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL ANDRES ESCOBAR                                                                                  ,5678354  --  8678473,JOSE GILDARDO PEÑA VALENZUELA,coanes1@hotmail.com,KR 3 A 55 B 15 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,TARDE",ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,HIPOACUSIA O BAJA AUDICIÓN,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF EL CASTILLO MAGICO                                                                         ,2067281,LUZ MARINA ARANDIA VELANDIA,jarcasma@starmedia.com,CL 27 SUR 1 A 46,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC INF RETOÑITOS                                                                                   ,6818824 / 6802040                                 ,NATALIA MILENA ACOSTA AMADOR,,KR 101 A 135 A 03,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-1,0,1,2,3,4,5,6,7,8,14,15,17,18",EDUCACIÓN TRADICIONAL,,"DI-COGNITIVO,LESIÓN NEUROMUSCULAR,PARALISIS CEREBRAL,SÍNDROME DE DOWN,MÚLTIPLE DISCAPACIDAD",INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL GUSTAVO ROJAS PINILLA                                                                           ,2463642,NAHUM OMAR QUINTERO CHIA,colegiogustavorojasp@hotmail.com,AV CARACAS 3 81 SUR,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,TARDE",ACADÉMICO,ACADÉMICA,"3,5,6,7,8,9,10,11,22,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL ANTONIO MACHADO                                                                                 ,7620150,TERESA DE JESUS CORZO ARGUELLO,,CL 92 A SUR 3 96,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-1,0,1,2",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL FUND LA PAZ                                                                                     ,6728636 -- 6774459,ANA LUCIA ROBAYO GARCIA,fundapaz163@hotmail.com,KR 8 C BIS 163 B 25,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",MAÑANA,NO APLICA,,"0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,COMUNIDAD,COMUNIDAD,NO APLICA,NO,,,2016
A,,JARD INF EL CIEMPIES YEYE                                                                           ,2709271,CONSUELO ARENAS BERNAL,jaryeye@terra.com.co                              ,DG 51 A BIS SUR 57 34,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL CIUDAD DE LOS CERROS                                                                            ,5261207 -- 6693063 -- 6693069,BLANCA AURORA MARTINEZ PISCO,colegiociudaddeloscerroseu@yahoo.es,CL 189 4 36,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,INSTITUTO TÉCNICO ANGELI,2244496 -- 2244232 -- 7554123,JOSE JESUS MURILLO LARGO,institutoangeli@gmail.com -- jjmurillo183@gmail.com,CL 75 A 88 55,BOGOTA,URBANA,INSTITUCION EDUCATIVA,AFRODESCENDIENTE,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,TÉCNICO,INDUSTRIAL,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"DI-COGNITIVO,LIMITACIÓN FISICA (MOVILIDAD)",,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,CENT PANAMERICANO DE CAPACITACION SEDE CHAPINERO,2499590 -- 2499793 -- 6814241 -- 6863928 -- 366041,FERNANDO ANTONIO VENEGAS MACIAS,ferve2000@hotmail.com -- cpchapinero@hotmail.com -- centropanamericano09@yahoo.com,CL 62 13 A 09,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,FIN DE SEMANA",ACADÉMICO,ACADÉMICA,"21,22,23,24,25,26",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
B,,COL HELVETIA                                                                                        ,6247374,CEDRIC SCHUPPISSER,colegio@helvetia.edu.co,CL 128 71 A 91,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,"ALEMAN,FRANCES",1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMN SANTA CRISTINA DE TOSCANA                                                                      ,6715616  --  5550451                    ,MARIA OMAIRA SEGURA DE POSADA,contacto@toscana.edu.co - olposada@hotmail.com - coordinaciongeneral@toscana.edu.co,KR 72 181 70,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,LIC PSICOPEDAG TIBABITA                                                                             ,5101587,TOMAS OSORIO HERNANDEZ,lptibabita@hotmail.com,KR 8 190 14,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARDIN INFANTIL ESOPO                                                                               ,2646592,LUZ DARY TORRES TORRES,,TV 84 42 D 02 SUR,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,MAÑANA,NO APLICA,,-3,EDUCACIÓN TRADICIONAL,,"LESIÓN NEUROMUSCULAR,SORDERA PROFUNDA,HIPOACUSIA O BAJA AUDICIÓN",FRANCES,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL ROMEL VELASCO                                                                                   ,2601570,GLORIA NOHEMI CORREDOR PEREZ,colegioromelvelasco@hotmail.com,CL 4 A 51 17,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,NO APLICA,,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,JARD INF PIECITOS Y HUELLAS                                                                         ,2782494,AMANDA QUIÑONES HERRERA,,CLL. 27A SUR NO.10A-15,BOGOTA,URBANA,CENTRO EDUCATIVO,,MIXTO,PREESCOLAR,COMPLETA,NO APLICA,,-3,"PREESCOLAR ESCOLARIZADO_,EDUCACIÓN TRADICIONAL",,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,GIMN CACERES                                                                                        ,7777989 -- 7773247,LUZ AMANDA TUNJO BELLO,gimnasio_caceres@hotmail.com,CL 73 SUR 80 I 37,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,NOCTURNA",ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE",,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,,,2016
A,,COL PAE (PROCESO ALTERNATIVO EDUCATIVO)                                                             ,4358740 / 4339838,BETTY JOSEFINA ROA HERRERA,colpae@yahoo.com,KR 107 BIS 70 B 08,BOGOTA,URBANA,INSTITUCION EDUCATIVA,,MIXTO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,ACADÉMICA,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,"LESIÓN NEUROMUSCULAR,HIPOACUSIA O BAJA AUDICIÓN",,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,SI,,,2016
